id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,file_size,token_count,coverage
PG31137,La Robe brodée d'argent,"Maryan, M.",1847.0,1927.0,['fr'],7.0,{'Fiction'},Text,408.68,73249.0,0.9733921282201805
PG35908,"L'Illustration, No. 3263, 9 Septembre 1905",Various,,,['fr'],4.0,{'Illustrated periodicals -- France'},Text,46.02,7909.0,0.9553673030724491
PG39165,"L'Illustration, No. 3673, 19 Juillet 1913",Various,,,['fr'],3.0,{'Illustrated periodicals -- France'},Text,95.67,16230.0,0.9519408502772643
PG39699,Magyar népballadák (Magyar remekirók 55. kötet),"Endrődi, Sándor",1850.0,1920.0,['hu'],8.0,"{'Ballads, Hungarian', 'Folk songs, Hungarian'}",Text,184.4,28006.0,0.931229022352353
PG39419,Eredeti népmesék (1. rész),"Merényi, László",1837.0,1907.0,['hu'],25.0,{'Tales -- Hungary'},Text,206.45,32528.0,0.9482292179045745
PG46089,Mesék és regék,"Jókai, Mór",1825.0,1904.0,['hu'],4.0,"{'Short stories, Hungarian', 'Hungarian fiction'}",Text,415.36,62563.0,0.9316209261064846
PG56941,Sárga rózsa; A Kráó,"Jókai, Mór",1825.0,1904.0,['hu'],13.0,set(),Text,463.34,70588.0,0.9339689465631552
PG30430,Vasárnapi Könyv. 1914. Első félév 15. füzet,Various,,,['hu'],6.0,{'Periodicals'},Text,32.0,4312.0,0.9619666048237476
PG56417,Két mosoly,"Karinthy, Frigyes",1887.0,1938.0,['hu'],6.0,set(),Text,89.44,13295.0,0.9681083113952613
PG40748,"Béla, a buta","Kosztolányi, Dezső",1885.0,1936.0,['hu'],12.0,"{'Hungarian fiction -- 20th century', 'Short stories, Hungarian'}",Text,106.33,15179.0,0.973186639436063
PG56592,Az arany ember (2. rész): Regény,"Jókai, Mór",1825.0,1904.0,['hu'],13.0,set(),Text,473.92,72243.0,0.9596639120745263
PG57414,Rákóczy fia: Regény,"Jókai, Mór",1825.0,1904.0,['hu'],19.0,set(),Text,605.87,90399.0,0.9298001084082789
PG56996,Ipolyi Arnold népmesegyüjteménye (Népköltési gyüjtemény 13. kötet),"Ipolyi, Arnold",,,['hu'],5.0,set(),Text,675.17,101816.0,0.9558517325371257
PG55911,"A jövő század regénye, 1. rész","Jókai, Mór",1825.0,1904.0,['hu'],7.0,set(),Text,949.45,134889.0,0.9292381143013886
PG41539,Bukfenc,"Krúdy, Gyula",1878.0,1933.0,['hu'],9.0,{'Fiction'},Text,138.86,19456.0,0.9424856085526315
PG55967,Felfordult világ; Észak honából; A debreczeni lunátikus,"Jókai, Mór",1825.0,1904.0,['hu'],29.0,set(),Text,676.73,101755.0,0.9391184708368139
PG56818,Páter Péter; Asszonyt kisér — Istent kisért,"Jókai, Mór",1825.0,1904.0,['hu'],2.0,set(),Text,460.03,70963.0,0.9463523244507701
PG57029,Megtörtént regék: Beszélyek,"Jókai, Mór",1825.0,1904.0,['hu'],11.0,set(),Text,674.26,99238.0,0.9364759467139604
PG57256,Targallyak,"Jókai, Mór",1825.0,1904.0,['hu'],8.0,set(),Text,336.26,51766.0,0.9427037051346444
PG47073,Elegyes gyüjtések Magyarország és Erdély különböző részeiből: Népköltési gyüjtemény 1. kötet,,,,['hu'],5.0,{'Folklore -- Hungary'},Text,541.47,82519.0,0.9269501569335546
PG41683,Figurák. (Furcsa emberekről furcsa históriák.),"Gárdonyi, Géza",1863.0,1922.0,['hu'],14.0,{'Fiction'},Text,206.23,29856.0,0.9435624330117899
PG57214,Hazai rejtelmek (2. kötet): Regény,"Kuthy, Lajos",,,['hu'],21.0,set(),Text,728.33,100650.0,0.901679085941381
PG56458,Dekameron (1. rész): Száz novella,"Jókai, Mór",1825.0,1904.0,['hu'],6.0,set(),Text,545.69,81113.0,0.9449410082230961
PG56740,Még egy csokrot: Elbeszélések,"Jókai, Mór",1825.0,1904.0,['hu'],6.0,set(),Text,375.26,56483.0,0.9398403059327586
PG42272,Balgatag szerelem: Elbeszélések,"Oláh, Gábor",1881.0,1942.0,['hu'],8.0,"{'Hungarian fiction -- 20th century', 'Short stories, Hungarian'}",Text,148.93,21181.0,0.9471224210377225
PG38476,A menekülő Élet,"Ady, Endre",1877.0,1919.0,['hu'],9.0,{'Hungarian poetry'},Text,65.84,10240.0,0.9421875
PG56745,Elektra,Sophocles,-496.0,-406.0,['hu'],8.0,set(),Text,67.16,10114.0,0.9281194384022148
PG55588,Erdélyi képek,"Jókai, Mór",1825.0,1904.0,['hu'],5.0,set(),Text,362.82,53739.0,0.9394852900128399
PG41587,Testamentum és Hat levél,"Benedek, Elek",1859.0,1929.0,['hu'],3.0,{'Hungarian literature'},Text,70.22,10800.0,0.966574074074074
PG30232,Giroflé és Girofla: Regény (1. kötet),"Ambrus, Zoltán",1861.0,1932.0,['hu'],4.0,{'Fiction'},Text,120.72,17944.0,0.9667855550601873
PG42242,Az akarat szabadságáról,"Schopenhauer, Arthur",1788.0,1860.0,['hu'],19.0,{'Free will and determinism'},Text,176.33,24491.0,0.9555755175370544
PG55985,Névtelen vár (2. rész): Történelmi regény,"Jókai, Mór",1825.0,1904.0,['hu'],5.0,set(),Text,435.4,65479.0,0.9431420760854625
PG47835,Gróf Kaczaifalvi László avagy a természetes ember,"Verseghy, Ferenc",1757.0,1822.0,['hu'],3.0,{'Hungarian fiction'},Text,458.46,64589.0,0.9306073789654585
PG45246,Gróf Gvadányi József és Fazekas Mihály (Magyar remekirók 6. kötet),"Gvadányi, József, gróf",1725.0,1801.0,['hu'],5.0,{'Hungarian poetry'},Text,355.19,50251.0,0.9252751189031064
PG57127,Magyar titkok (1. kötet): Regény,"Nagy, Ignácz",,,['hu'],4.0,set(),Text,434.29,61340.0,0.9408379523964786
PG41612,A középkor főbb krónikásai a magyarok honfoglalása koráig,"Márki, Sándor",1853.0,1925.0,['hu'],3.0,{'Middle Ages -- Historiography'},Text,178.6,23998.0,0.9356613051087591
PG30277,A tanító / Pompei utolsó éje,"Horváth, Ákos",,,['hu'],4.0,{'Hungarian drama'},Text,57.21,8648.0,0.9663506012950971
PG57233,A kis királyok (1. rész): Regény,"Jókai, Mór",1825.0,1904.0,['hu'],10.0,set(),Text,510.95,77970.0,0.9328716172887008
PG43478,Zágoni Mikes Kelemen törökországi levelei (1. kötet),"Mikes, Kelemen",1690.0,1761.0,['hu'],8.0,"{'Turkey -- Description and travel -- Early works to 1800', 'Rákóczi Ferenc II, Prince of Transylvania, 1676-1735', 'Hungarians -- Turkey', 'Mikes, Kelemen, 1690-1761 -- Correspondence'}",Text,332.38,50668.0,0.9440869977105866
PG42047,Századunk magyar irodalma képekben: Széchenyi föllépésétől a kiegyezésig,"Endrődi, Sándor",1850.0,1920.0,['hu'],8.0,{'Hungarian literature -- 19th century -- History and criticism'},Text,459.68,61868.0,0.9472425163250792
PG19744,A mester,"Surányi, Miklós",1882.0,1936.0,['hu'],10.0,{'Fiction'},Text,175.0,23071.0,0.9533613627497725
PG39386,Eredeti népmesék (2. rész),"Merényi, László",1837.0,1907.0,['hu'],1.0,{'Tales -- Hungary'},Text,220.61,34487.0,0.9411372401194653
PG43747,Apró regények (2. kötet),"Bródy, Sándor",1863.0,1924.0,['hu'],3.0,"{'Short stories, Hungarian', 'Hungarian fiction'}",Text,129.17,19301.0,0.9690689601575048
PG42286,Álomvilág: Elbeszélések,"Ambrus, Zoltán",1861.0,1932.0,['hu'],13.0,"{'Hungarian fiction', 'Short stories, Hungarian'}",Text,469.88,69998.0,0.959127403640104
PG56662,Hangok a vihar után,"Jókai, Mór",1825.0,1904.0,['hu'],6.0,set(),Text,439.42,63877.0,0.9339511874383581
PG40577,A Berzsenyi-leányok tizenkét vőlegénye: Tollrajzok a mai Budapestről,"Ambrus, Zoltán",1861.0,1932.0,['hu'],8.0,{'Drama'},Text,413.15,63421.0,0.9626464420302423
PG41601,Magyarhon szépségei; A legvitézebb huszár,"Jókai, Mór",1825.0,1904.0,['hu'],2.0,{'Hungary -- Description and travel'},Text,302.45,44233.0,0.947505256256641
PG30060,Vasárnapi Könyv. 1914. Első  félév 9. füzet,Various,,,['hu'],4.0,{'Periodicals'},Text,27.21,3726.0,0.975577026301664
PG56854,A kik kétszer halnak meg (1. rész): Regény,"Jókai, Mór",1825.0,1904.0,['hu'],5.0,set(),Text,675.85,102884.0,0.9435966719800941
PG56532,Tanár úr kérem: Képek a középiskolából,"Karinthy, Frigyes",1887.0,1938.0,['hu'],18.0,set(),Text,124.29,18193.0,0.9634474797999231
PG40669,Esik a hó: Novellák,"Karinthy, Frigyes",1887.0,1938.0,['hu'],13.0,"{'Hungarian fiction -- 20th century', 'Short stories, Hungarian'}",Text,167.61,24372.0,0.95954373871656
PG56591,Az arany ember (1. rész): Regény,"Jókai, Mór",1825.0,1904.0,['hu'],15.0,set(),Text,485.01,73571.0,0.9566813010561227
PG33026,Végzetes tévedés: Regény,"Beniczkyné Bajza, Lenke",1839.0,1905.0,['hu'],9.0,{'Fiction'},Text,506.78,73354.0,0.954671865201625
PG42379,Öreg szekér fakó hám: Újabb elbeszélések,"Mikszáth, Kálmán",1847.0,1910.0,['hu'],6.0,"{'Hungarian fiction', 'Short stories, Hungarian'}",Text,302.61,45900.0,0.9477124183006536
PG34726,Vasárnapi Könyv. 1914. Első félév 17. füzet,Anonymous,,,['hu'],4.0,{'Periodicals'},Text,31.09,4366.0,0.9651855245075585
PG38914,Válogatott magyar népdalok: Képes kiadás,"Erdélyi, János",1814.0,1868.0,['hu'],5.0,"{'Hungarian poetry', 'Folk songs, Hungarian'}",Text,138.87,21849.0,0.9416449265412604
PG42325,Régi magyar vitézi énekek és elegyes dalok (1. kötet),"Thaly, Kálmán",1839.0,1909.0,['hu'],9.0,{'Hungarian poetry'},Text,257.13,35459.0,0.8996023576525001
PG40039,A magyar nép művészete (1. kötet): A kalotaszegi magyar nép művészete,"Malonyay, Dezső",1866.0,1916.0,['hu'],12.0,{'Folk art -- Hungary'},Text,398.13,55277.0,0.9226079562928524
PG56189,Erdély aranykora: Regény,"Jókai, Mór",1825.0,1904.0,['hu'],8.0,set(),Text,495.91,70815.0,0.934222975358328
PG56627,Szélcsend alatt; Az életből ellesve,"Jókai, Mór",1825.0,1904.0,['hu'],5.0,set(),Text,500.95,73604.0,0.9419596761045596
PG42143,Thury Zoltán összes művei (2. kötet): Emberhalál és egyéb elbeszélések,"Thury, Zoltán",1870.0,1906.0,['hu'],2.0,"{'Fiction', 'Short stories, Hungarian'}",Text,406.88,64104.0,0.9697054785972794
PG41670,Carinus; A nagyenyedi két fűzfa,"Jókai, Mór",1825.0,1904.0,['hu'],13.0,"{'Rome -- History -- Empire, 30 B.C.-284 A.D -- Fiction'}",Text,159.24,22967.0,0.9270257325728218
PG34759,A vörös regina: regény,"Abonyi, Árpád",1865.0,1918.0,['hu'],15.0,{'Fiction'},Text,481.45,69429.0,0.9638191533797117
PG55632,Vadon virágai,"Jókai, Mór",1825.0,1904.0,['hu'],6.0,set(),Text,432.66,63102.0,0.9283699407308802
PG57394,A czigánybáró; Minden poklokon keresztül,"Jókai, Mór",1825.0,1904.0,['hu'],10.0,set(),Text,505.28,76289.0,0.9410268846098389
PG42471,A peleskei notárius: Bohózat három szakaszban négy felvonással,"Gaal, József",1811.0,1866.0,['hu'],6.0,{'Hungarian drama'},Text,108.52,16091.0,0.9339382263377043
PG39931,Népdalok és mondák (1. kötet),"Erdélyi, János",1814.0,1868.0,['hu'],6.0,"{'Hungarian poetry', 'Tales -- Hungary'}",Text,341.75,51366.0,0.9305766460304482
PG41504,Petőfi Sándor összes költeményei: Hazai művészek rajzaival díszített negyedik népies kiadás,"Petőfi, Sándor",1823.0,1849.0,['hu'],19.0,{'Hungarian poetry'},Text,984.35,153972.0,0.9464772815836645
PG56525,Délvirágok; Oceánia,"Jókai, Mór",1825.0,1904.0,['hu'],5.0,set(),Text,515.36,74694.0,0.9338099445738614
PG43694,Nyomor,"Bródy, Sándor",1863.0,1924.0,['hu'],7.0,{'Hungarian literature'},Text,164.24,24261.0,0.9479411401013973
PG40088,Grimm testvérek összegyüjtött meséi,"Grimm, Wilhelm",1786.0,1859.0,['hu'],15.0,{'Fairy tales -- Germany -- Translations into Hungarian'},Text,373.57,59667.0,0.9730504298858665
PG55712,Egy az Isten (2. rész),"Jókai, Mór",1825.0,1904.0,['hu'],5.0,set(),Text,400.56,59352.0,0.9397324437255695
PG38494,A magunk szerelme: Versek,"Ady, Endre",1877.0,1919.0,['hu'],12.0,{'Hungarian poetry'},Text,58.94,8856.0,0.9384598012646793
PG55647,Fekete gyémántok,"Jókai, Mór",1825.0,1904.0,['hu'],15.0,set(),Text,833.16,123754.0,0.9365353847148375
PG55984,Névtelen vár (1. rész): Történelmi regény,"Jókai, Mór",1825.0,1904.0,['hu'],7.0,set(),Text,444.38,67495.0,0.9469886658270983
PG43479,Zágoni Mikes Kelemen törökországi levelei (2. kötet),"Mikes, Kelemen",1690.0,1761.0,['hu'],5.0,"{'Turkey -- Description and travel -- Early works to 1800', 'Rákóczi Ferenc II, Prince of Transylvania, 1676-1735', 'Hungarians -- Turkey', 'Mikes, Kelemen, 1690-1761 -- Correspondence'}",Text,337.54,49838.0,0.9310164934387415
PG39649,Népdalok és mondák (3. kötet),"Erdélyi, János",1814.0,1868.0,['hu'],5.0,"{'Hungarian poetry', 'Tales -- Hungary'}",Text,379.37,59026.0,0.9503608579270152
PG56295,Török világ Magyarországon (1. rész): Történeti regény,"Jókai, Mór",1825.0,1904.0,['hu'],5.0,set(),Text,459.84,67299.0,0.9405934709282456
PG56723,Eppur si muove – És mégis mozog a föld (1. rész): Regény,"Jókai, Mór",1825.0,1904.0,['hu'],4.0,set(),Text,618.04,92843.0,0.9413418351410445
PG42094,Székelyföldi gyüjtés (Magyar népköltési gyüjtemény 7. kötet),"Mailand, Oszkár",1858.0,1924.0,['hu'],4.0,"{'Short stories, Hungarian -- Romania -- Transylvania', 'Folk songs, Hungarian -- Romania -- Transylvania', 'Hungarian poetry -- Romania -- Transylvania'}",Text,458.85,70677.0,0.9278124425201976
PG38461,"Csak így... : Versek, 1918-20.","Reményik, Sándor",1890.0,1941.0,['hu'],3.0,{'Hungarian poetry'},Text,24.41,3871.0,0.9628003099974167
PG18365,Az arany szalamandra,"Donászy, Ferenc",1858.0,1923.0,['hu'],6.0,{'Fiction'},Text,142.02,19529.0,0.9473091300117774
PG30346,Vasárnapi Könyv. 1914. Első félév 12. füzet,Various,,,['hu'],3.0,{'Periodicals'},Text,33.63,4730.0,0.9693446088794926
PG56460,Dekameron (3. rész): Száz novella,"Jókai, Mór",1825.0,1904.0,['hu'],5.0,set(),Text,517.31,76960.0,0.9452572765072765
PG34712,Élet. X. évfolyam 19. sz. 1918. május 12,Various,,,['hu'],3.0,{'Periodicals'},Text,88.2,12178.0,0.966332731154541
PG56804,Milyenek a nők?; Milyenek a férfiak?: Elbeszélések,"Jókai, Mór",1825.0,1904.0,['hu'],8.0,set(),Text,579.83,84675.0,0.9325656923531148
PG56459,Dekameron (2. rész): Száz novella,"Jókai, Mór",1825.0,1904.0,['hu'],4.0,set(),Text,532.41,79414.0,0.9409172186264386
PG57477,A láthatatlan ember: Regény,"Gárdonyi, Géza",1863.0,1922.0,['hu'],30.0,set(),Text,480.42,72082.0,0.956147165727921
PG39450,Erdély hegyei közt,"Tompa, László",1883.0,1964.0,['hu'],7.0,{'Hungarian poetry'},Text,43.75,7004.0,0.9467447173043975
PG45615,Magyarország története. Az ifjuság használatára,"Peregriny, Elek",,,['hu'],8.0,{'Hungary -- History'},Text,180.52,23732.0,0.9384796898702175
PG43029,Új versek,"Ady, Endre",1877.0,1919.0,['hu'],8.0,{'Hungarian poetry'},Text,48.0,7574.0,0.9592025349881173
PG38744,Dunamelléki eredeti népmesék (2. kötet),"Merényi, László",1837.0,1907.0,['hu'],2.0,{'Tales -- Hungary'},Text,145.46,23406.0,0.9566350508416646
PG40801,Giroflé és Girofla: Regény (2. kötet),"Ambrus, Zoltán",1861.0,1932.0,['hu'],4.0,{'Fiction'},Text,121.15,18239.0,0.9725862163495805
PG56855,A kik kétszer halnak meg (2. rész): Regény,"Jókai, Mór",1825.0,1904.0,['hu'],4.0,set(),Text,458.79,69903.0,0.946840622004778
PG38852,Eredeti népmesék,"Arany, László",1844.0,1898.0,['hu'],6.0,{'Tales -- Hungary'},Text,310.51,50206.0,0.9693064573955305
PG34788,Jocus és Momus,"Jókai, Mór",1825.0,1904.0,['hu'],8.0,{'Anecdotes'},Text,203.67,30452.0,0.9303494023381059
PG42264,Magyarok: Elbeszélések,"Móricz, Zsigmond",1879.0,1942.0,['hu'],14.0,{'Hungarian fiction'},Text,158.12,25212.0,0.9606536569887355
PG43779,Az uj földesur (3. kötet),"Jókai, Mór",1825.0,1904.0,['hu'],5.0,{'Hungary -- History -- 1849-1867 -- Fiction'},Text,174.71,26501.0,0.9383419493604015
PG32816,Szirmay Ilona: Történeti regény,"Gaal, József",1811.0,1866.0,['hu'],5.0,{'Fiction'},Text,388.79,53995.0,0.9231595518103528
PG46562,Rejtelmek (1. kötet),"Bródy, Sándor",1863.0,1924.0,['hu'],5.0,"{'Hungarian fiction', 'Short stories, Hungarian'}",Text,120.78,18051.0,0.9622181596587447
PG56789,Az élet komédiásai (2. rész): Regény,"Jókai, Mór",1825.0,1904.0,['hu'],5.0,set(),Text,536.74,80159.0,0.9434748437480508
PG56378,Egy magyar nábob (2. rész),"Jókai, Mór",1825.0,1904.0,['hu'],9.0,set(),Text,423.56,61902.0,0.9507285709670124
PG56874,Föld felett és viz alatt; A véres kenyér; A szegénység utja,"Jókai, Mór",1825.0,1904.0,['hu'],3.0,set(),Text,484.9,71478.0,0.9342874730686365
PG28144,I manifesti del futurismo,"Marinetti, F. T.",1876.0,1944.0,['it'],58.0,"{'Futurism (Literary movement)', 'Futurism (Art)'}",Text,257.23,41270.0,0.9456748243275988
PG48070,Linguaggio e proverbi marinareschi,"Celesia, Emanuele",1821.0,1889.0,['it'],28.0,"{'Italian language -- Idioms', 'Proverbs, Italian', 'Sailors -- Italy -- Language'}",Text,120.33,21987.0,0.95374539500614
PG50306,Rinaldo ardito: Frammenti inediti pubblicati sul manoscritto originale,"Ariosto, Lodovico",1474.0,1533.0,['it'],26.0,{'Italian poetry'},Text,121.01,22549.0,0.952592132688811
PG46724,"La plebe, parte II","Bersezio, Vittorio",1830.0,1900.0,['it'],3.0,{'Italian fiction -- 19th century'},Text,822.66,143931.0,0.9536583501816843
PG41551,Catania,"De Roberto, Federico",1861.0,1927.0,['it'],13.0,"{'Art -- Italy -- Catania', 'Catania (Italy) -- Description and travel'}",Text,102.86,17084.0,0.949601966752517
PG30839,"La strega, ovvero, degli inganni de' demoni: dialogo","Pico della Mirandola, Giovanni Francesco",1470.0,1533.0,['it'],49.0,"{'Witchcraft', 'Magic', 'Demonology'}",Text,165.65,29486.0,0.9473309367157295
PG28371,Le avventure d'Alice nel paese delle meraviglie,"Carroll, Lewis",1832.0,1898.0,['it'],341.0,{'Fantasy literature'},Text,128.08,22890.0,0.9656618610747051
PG32585,Minerva e lo scimmione,"Romagnoli, Ettore",1871.0,1938.0,['it'],9.0,{'Learning and scholarship -- Germany'},Text,270.82,44717.0,0.9539548717489993
PG42608,"Nuove ""Paesane""","Capuana, Luigi",1839.0,1915.0,['it'],9.0,"{'Fiction', 'Short stories, Italian'}",Text,213.98,37746.0,0.9568166163302072
PG44383,"Il re dei re, vol. 4: Convoglio diretto nell'XI secolo","Petruccelli della Gattina, Ferdinando",1816.0,1890.0,['it'],4.0,"{'Church history -- 11th century', 'Gregory VII, Pope, approximately 1015-1085', 'Papacy -- History -- To 1309'}",Text,172.05,30145.0,0.9511693481506054
PG51462,"La vita Italiana nel Risorgimento (1846-1849), parte 1: Terza serie - Lettere, scienze e arti",Various,,,['it'],4.0,"{'Italy -- History -- Revolution of 1848', 'Panzacchi, Enrico, 1840-1904', 'Italy -- History -- 1815-1870', 'Italian literature -- 19th century'}",Text,247.35,42895.0,0.9512763725375918
PG48335,Viaggio pel lago di Como,"Giovio, Giambatista, conte",1748.0,1814.0,['it'],9.0,"{'Como, Lake (Italy) -- Description and travel'}",Text,112.18,19341.0,0.9374903055684815
PG31080,Sofonisba,"Alfieri, Vittorio",1749.0,1803.0,['it'],27.0,"{'Tragedies', 'Italian drama'}",Text,41.27,8151.0,0.9619678567046989
PG33784,"I misteri del castello d'Udolfo, vol. 4","Radcliffe, Ann Ward",1764.0,1823.0,['it'],13.0,"{'Gothic fiction (Literary genre)', 'Horror tales', 'Inheritance and succession -- Fiction', 'Young women -- Fiction', 'Guardian and ward -- Fiction', 'Castles -- Fiction', 'Italy -- Fiction', 'Orphans -- Fiction'}",Text,234.41,39631.0,0.9524109913956247
PG46225,Quartetto,"Oriani, Alfredo",1852.0,1909.0,['it'],4.0,{'Italian fiction'},Text,466.9,80228.0,0.9501296305529242
PG51527,"La vita Italiana nel Risorgimento (1849-1861), parte 2: Quarta serie - Storia e letteratura",Various,,,['it'],6.0,"{'Italy -- History -- 1849-1870', 'Italy -- Civilization -- 19th century', 'Italy -- Intellectual life -- 19th century', 'Italian literature -- 19th century'}",Text,186.75,32330.0,0.9591710485617074
PG43023,"La lotta politica in Italia, Volume 2 (of 3): Origini della lotta attuale (476-1887); Quinta edizione","Oriani, Alfredo",1852.0,1909.0,['it'],9.0,{'Italy -- Politics and government'},Text,639.85,99140.0,0.942414766996167
PG43179,Mesmer e il magnetismo: La vita italiana durante la Rivoluzione francese e l'Impero,"Mosso, A. (Angelo)",1846.0,1910.0,['it'],8.0,"{'Italy -- Civilization', 'Italy -- History -- 1789-1815', 'France -- History -- 1789-1815', 'Italy -- Social conditions'}",Text,37.99,6405.0,0.9436377829820453
PG25587,I drammi de' campi: Padre Don Giuseppe—La vendetta—Proprietari e fittaiuoli— Sequestro.,"Raga, Emilio",,,['it'],6.0,{'Italian fiction'},Text,482.75,85364.0,0.9538915702169533
PG45807,Pro Judaeis: Riflessioni e Documenti,"Guidetti, Corrado",,,['it'],6.0,"{'Blood accusation', 'Antisemitism'}",Text,559.83,94083.0,0.9436348755885761
PG25312,Nabuco,"Fontana, Ferdinando",1850.0,1919.0,['it'],6.0,{'Italian drama'},Text,70.5,13064.0,0.9353949785670544
PG49523,Prose (1880-1890),"Pascarella, Cesare",1858.0,1940.0,['it'],16.0,"{'Italian wit and humor', 'Italian literature'}",Text,428.77,75417.0,0.9536709230014453
PG16952,In chiave di baritono,"Ghislanzoni, Antonio",1824.0,1893.0,['it'],6.0,{'Fiction'},Text,154.76,26103.0,0.9444508294065816
PG49429,Mezzo secolo di patriotismo: Saggi storici,"Bonfadini, Romualdo",1831.0,1899.0,['it'],10.0,"{'Italy -- History -- 1849-1870', 'Italy -- History -- 1789-1815', ""Lodi, Francesco Melzi d'Eril, duca di, 1753-1816""}",Text,431.3,70635.0,0.9565795993487648
PG42849,"Storia della Guerra della Independenza degli Stati Uniti di America, vol. 4","Botta, Carlo",1766.0,1837.0,['it'],7.0,"{'United States -- History -- Revolution, 1775-1783'}",Text,576.73,96325.0,0.9364858551777836
PG19034,AbrakadabraL Storia dell'avvenire,"Ghislanzoni, Antonio",1824.0,1893.0,['it'],7.0,{'Fiction'},Text,408.09,67797.0,0.9434635750844432
PG17853,Ricordi di Parigi,"De Amicis, Edmondo",1846.0,1908.0,['it'],15.0,"{'Paris (France) -- Description and travel', 'Hugo, Victor, 1802-1885', 'Zola, Émile, 1840-1902'}",Text,282.49,49771.0,0.9571035341865745
PG22641,Lucifero,"Rapisardi, Mario",1844.0,1912.0,['it'],7.0,{'Poetry'},Text,307.82,58768.0,0.966427307378165
PG48682,I mattoidi al primo concorso pel monumento in Roma a Vittorio Emanuele,"Dossi, Carlo",1849.0,1910.0,['it'],25.0,"{'Monumento nazionale Vittorio Emmanuele II (Rome, Italy) -- 1910-1920', 'Rome (Italy) -- Buildings, structures, etc.', 'Victor Emmanuel II, King of Italy, 1820-1878 -- Monuments -- Italy -- Rome'}",Text,66.55,11220.0,0.9033868092691623
PG42505,"Fausto Bragia, e altre novelle","Capuana, Luigi",1839.0,1915.0,['it'],5.0,"{'Short stories, Italian', 'Italian fiction'}",Text,261.35,44728.0,0.9512162403863352
PG42610,Come l'onda... Novelle,"Capuana, Luigi",1839.0,1915.0,['it'],16.0,"{'Fiction', 'Short stories, Italian'}",Text,265.63,45749.0,0.9556930206124724
PG42347,Viaggio di un povero letterato,"Panzini, Alfredo",1863.0,1939.0,['it'],7.0,{'Italian fiction -- 20th century'},Text,212.2,37462.0,0.9030751161176659
PG35914,Garibaldi,"Crispi, Francesco",1818.0,1901.0,['it'],15.0,"{'Garibaldi, Giuseppe, 1807-1882'}",Text,41.08,7045.0,0.9605393896380412
PG17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",1867.0,1914.0,['it'],5.0,{'Poetry'},Text,67.54,12242.0,0.941512824701846
PG35660,Terra vergine: romanzo colombiano,"Barrili, Anton Giulio",1836.0,1908.0,['it'],15.0,{'Italian fiction'},Text,538.75,95691.0,0.9524093174906731
PG38509,La Giovine Italia,"Mazzini, Giuseppe",1805.0,1872.0,['it'],35.0,{'Italy -- History -- 1815-1870'},Text,219.87,37351.0,0.9473641937297529
PG44170,"Storia delle repubbliche italiane dei secoli di mezzo, v. 13 (of 16)","Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde)",1773.0,1842.0,['it'],12.0,{'Italy -- History'},Text,580.61,97113.0,0.950336206275164
PG47565,"Il Comento alla Divina Commedia, e gli altri scritti intorno a Dante, vol. 2","Boccaccio, Giovanni",1313.0,1375.0,['it'],12.0,"{'Dante Alighieri, 1265-1321. Divina commedia'}",Text,570.28,97835.0,0.9214902642203711
PG38204,Tragedie dell'anima,"Bracco, Roberto",1861.0,1943.0,['it'],3.0,{'Italian drama'},Text,71.59,12964.0,0.9655970379512496
PG49066,In Egitto: La caccia della jena,"Lessona, Michele",1823.0,1894.0,['it'],4.0,"{'Lessona, Michele, 1823-1894 -- Travel -- Egypt'}",Text,44.96,8069.0,0.957491634651134
PG47664,"Viaggi di Ali Bey el-Abbassi in Africa ed in Asia, v. 1",Ali Bey,1766.0,1818.0,['it'],47.0,"{'Middle East -- Description and travel', 'Africa, North -- Description and travel'}",Text,244.21,42288.0,0.9433409004918653
PG7817,"Alessandro Manzoni, Studio Biografico: Letture fatte alla Taylorian Institution di Oxford nel maggio dell'anno 1878, notevolmente ampliate","De Gubernatis, Angelo",1840.0,1913.0,['it'],14.0,"{'Manzoni, Alessandro, 1785-1873'}",Text,433.49,75880.0,0.961333684765419
PG28910,Mater dolorosa,"Rovetta, Gerolamo",1854.0,1910.0,['it'],9.0,{'Italian fiction -- 19th century'},Text,694.34,121184.0,0.9488546342751518
PG27359,Rassegnazione: Romanzo,"Capuana, Luigi",1839.0,1915.0,['it'],9.0,{'Fiction'},Text,306.86,53137.0,0.9562451775598924
PG19524,La Marfisa bizzarra,"Gozzi, Carlo",1720.0,1806.0,['it'],5.0,{'Italian drama'},Text,355.82,64454.0,0.9502435845719428
PG18456,Enrico IV,"Pirandello, Luigi",1867.0,1936.0,['it'],70.0,{'Drama'},Text,94.21,17232.0,0.96355617455896
PG46295,"Capitale e mano d'opera: Le Commedie, vol. 1","Carrera, Valentino",1834.0,1895.0,['it'],5.0,{'Italian drama -- 19th century'},Text,119.84,22237.0,0.9660925484552773
PG30766,"Chiose alla cantica dell'Inferno di Dante Alighieri: pubblicate per la prima volta in corretta lezione con riscontri e fac-simili di codici, e precedute da una indagine critica","Alighieri, Jacopo, active 14th century",,,['it'],37.0,"{'Dante Alighieri, 1265-1321. Inferno'}",Text,200.28,34462.0,0.9439382508269979
