id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,file_size,token_count,coverage
PG18737,Argelaga florida,"Roig i Raventós, Josep",1883.0,1966.0,['ca'],3.0,"{'Short stories', 'Fiction'}",Text,162.39,31416.0,0.9737394957983193
PG36231,L'Abrandament,"Soldevila, Carles",1891.0,1967.0,['ca'],6.0,{'Fiction'},Text,117.34,21317.0,0.9870056762208566
PG52673,Els habitants de la lluna,"Morató, Joseph",1875.0,1918.0,['ca'],5.0,{'Catalan fiction'},Text,119.65,23722.0,0.9354185987690751
PG24729,Paulina Buxareu,"Sagarra, Josep Maria de",1894.0,1961.0,['ca'],2.0,{'Fiction'},Text,234.2,44156.0,0.9833544705136334
PG20253,Llibre D'històries,"Casellas, Raimón",1855.0,1910.0,['ca'],8.0,{'Catalan literature'},Text,125.09,23386.0,0.9834516377319764
PG27142,Contes D'Andersen,"Andersen, H. C. (Hans Christian)",1805.0,1875.0,['ca'],19.0,"{""Children's stories, Danish -- Translations into Catalan"", 'Fairy tales -- Denmark'}",Text,178.12,34169.0,0.9853083204073868
PG23021,"Sang Nova: Novel, la muntanyenca (Volumes 1 and 2)","Vayreda, Marià",1853.0,1903.0,['ca'],11.0,{'Fiction'},Text,473.6,88207.0,0.9807611640799483
PG17219,La creació d'Eva i altres contes,"Carner, Josep",1884.0,1971.0,['ca'],8.0,{'Fiction'},Text,124.74,23273.0,0.9815236540196794
PG34249,Los Cent Conçeyls del Conçeyl de Cent,"Gener, Pompeyo",1848.0,1920.0,['ca'],3.0,"{'Proverbs, Catalan'}",Text,27.92,5436.0,0.9107799852832965
PG26502,Tres Anglesos S'esbargeixen,"Jerome, Jerome K. (Jerome Klapka)",1859.0,1927.0,['ca'],8.0,"{'British -- Germany -- Fiction', 'Humorous stories', 'Black Forest (Germany) -- Fiction'}",Text,311.82,59423.0,0.9909462665971088
PG20658,En Pere i altres contes,"Planas i Font, Claudi",,,['ca'],11.0,{'Short stories'},Text,153.39,29849.0,0.9752755536198867
PG29944,Tres Homes Dins D'una Barca (Sense comptar-hi el gos),"Jerome, Jerome K. (Jerome Klapka)",1859.0,1927.0,['ca'],17.0,"{'Humorous stories, English', 'Young men -- Travel -- England -- Thames River -- Fiction', 'Male friendship -- Fiction', 'Boats and boating -- England -- Thames River -- Fiction', 'Dogs -- Fiction', 'Thames River (England) -- Fiction'}",Text,313.79,58967.0,0.9890786372038598
PG22296,Un tros de paper: Two Volumes,,,,['ca'],4.0,{'Catalan language -- Texts'},Text,290.04,57884.0,0.9861274272683298
PG15346,"Pinya de Rosa. Volume 1, Books 1-3","Ruyra, Joaquín",1858.0,1939.0,['ca'],4.0,{'Fiction'},Text,189.21,35999.0,0.969110253062585
PG56856,L'auca del senyor Esteve: ab redolins dibuixats per en Ramón Casas; escrits per en Gabriel Alomar,"Rusiñol, Santiago",,,['ca'],30.0,set(),Text,235.01,47299.0,0.9850736802046555
PG32691,El Tresor del Vell Cavaller,Erckmann-Chatrian,,,['ca'],8.0,"{'Werewolves -- Fiction', 'Treasure troves -- Fiction'}",Text,224.77,42713.0,0.9715309156462903
PG17819,L'amic Fritz,Erckmann-Chatrian,,,['ca'],6.0,{'France -- History -- 19th century -- Fiction'},Text,293.71,56152.0,0.9725210143895142
PG52409,Visions & Cants,"Maragall, Joan",1860.0,1911.0,['ca'],5.0,{'Catalan poetry'},Text,30.0,6287.0,0.9739144265945602
PG27536,El Marxant de Venecia,"Shakespeare, William",1564.0,1616.0,['ca'],9.0,"{'Moneylenders -- Drama', 'Jews -- Italy -- Drama', 'Comedies', 'Venice (Italy) -- Drama'}",Text,119.13,22634.0,0.9486171246796854
PG30890,Les Aventures De Tom Sawyer,"Twain, Mark",1835.0,1910.0,['ca'],31.0,"{'Male friendship -- Fiction', 'Bildungsromans', 'Runaway children -- Fiction', 'Humorous stories', 'Missouri -- Fiction', 'Child witnesses -- Fiction', 'Boys -- Fiction', 'Adventure stories', 'Sawyer, Tom (Fictitious character) -- Fiction', 'Mississippi River Valley -- Fiction'}",Text,357.52,68172.0,0.9838790119110485
PG35817,Tradicions religiosas de Catalunya,"Valldaura, Agna de",1854.0,1930.0,['ca'],7.0,"{'Catalonia (Spain) -- Religion', 'Folklore -- Spain -- Catalonia'}",Text,93.09,18156.0,0.9130865829477859
PG22045,La festa dels reis: Lo que vulgueu,"Shakespeare, William",1564.0,1616.0,['ca'],7.0,"{'Illyria -- Drama', 'Shipwreck survival -- Drama', 'Mistaken identity -- Drama', 'Brothers and sisters -- Drama', 'Twins -- Drama', 'Comedies'}",Text,108.05,20812.0,0.95862963674803
PG17583,Els Herois,"Bertrana, Prudenci",1867.0,1941.0,['ca'],8.0,{'Fiction'},Text,147.39,26804.0,0.9618713624832115
PG15347,"Pinya de Rosa. Volume 2, Book 4","Ruyra, Joaquín",1858.0,1939.0,['ca'],1.0,{'Fiction'},Text,281.83,54624.0,0.9616468951376684
PG17410,Ànimes atuïdes,"Roig i Raventós, Josep",1883.0,1966.0,['ca'],5.0,"{'Short stories', 'Fiction'}",Text,216.58,42168.0,0.9753130335799659
PG25443,Arran del Cingle,"Morató, Joseph",1875.0,1918.0,['ca'],2.0,{'Catalan fiction'},Text,164.28,32624.0,0.9786047081902893
PG18198,Els camins del paradís perdut,"Riber, Llorenç",1881.0,1958.0,['ca'],3.0,{'Fiction'},Text,149.88,28778.0,0.9688998540551811
PG56866,Enllà: Poesies,"Maragall, Joan",1860.0,1911.0,['ca'],10.0,{'Catalan poetry'},Text,24.56,4995.0,0.974974974974975
PG14816,La Mare-Balena,"Català, Víctor",1869.0,1966.0,['ca'],8.0,{'Short stories'},Text,109.97,21159.0,0.9716905335790916
PG14768,La Parada,"Ruyra, Joaquín",1858.0,1939.0,['ca'],6.0,{'Fiction'},Text,247.07,46616.0,0.964561523940278
PG17046,Les alegres comares de Windsor,"Shakespeare, William",1564.0,1616.0,['ca'],10.0,"{'Married women -- Drama', 'Windsor (Berkshire, England) -- Drama', 'Falstaff, John, Sir (Fictitious character) -- Drama', 'Comedies'}",Text,129.33,24358.0,0.9509811971426225
PG19664,"Els Deu Mil: And Vida D'artaxerxes, Per Plutarc",Xenophon,-431.0,-355.0,['ca'],17.0,"{'Iran -- History -- To 640', 'Cyrus, the Younger, approximately 423 B.C.-401 B.C.', 'Greece -- History -- Expedition of Cyrus, 401 B.C.', 'Artaxerxes I, King of Persia, -425 B.C. or 424 B.C.'}",Text,403.8,76923.0,0.9801749801749802
PG10686,Tine,"Bang, Herman",1857.0,1912.0,['da'],25.0,"{'Schleswig-Holstein War, 1864 -- Fiction', 'War stories'}",Text,242.18,46324.0,0.9557464813055867
PG44275,Fru Marie Grubbe: Interieurer fra det syttende Aarhundrede,"Jacobsen, J. P. (Jens Peter)",1847.0,1885.0,['da'],10.0,"{'Grubbe, Marie, approximately 1640-1718 -- Fiction', 'Women -- Denmark -- Fiction', 'Biographical fiction', 'Denmark -- History -- 17th century -- Fiction'}",Text,397.82,73830.0,0.9622646620614926
PG2143,"Bibelen, Det nye Testamente",,,,['da'],21.0,{'Bible. New Testament'},Text,855.78,166853.0,0.9955050253816233
PG43338,Isblink: Digte fra den grønlandske Polarregion,"Erichsen, L. Mylius (Ludvig Mylius)",1872.0,1907.0,['da'],10.0,{'Greenland -- Poetry'},Text,131.52,24780.0,0.9655367231638418
PG13599,Ambrosius,"Molbech, Chr. K. F. (Christian Knud Frederik)",1821.0,1888.0,['da'],5.0,{'Danish drama'},Text,132.64,25644.0,0.9786694743409764
PG39507,Støv og Stjærner,"Hjortø, Knud",1869.0,1931.0,['da'],8.0,{'Danish fiction'},Text,240.18,44485.0,0.9797684612790828
PG43899,Et Ægteskabs Historie: En Virkelighedsskildring,"Østergaard, Vilhelm",1852.0,1928.0,['da'],3.0,{'Danish fiction'},Text,331.47,61100.0,0.9873813420621931
PG24447,En Nihilist,"Stepniak, S.",1851.0,1895.0,['da'],16.0,{'Nihilism -- Fiction'},Text,391.15,71178.0,0.9873134957430667
PG12698,Stuk,"Bang, Herman",1857.0,1912.0,['da'],17.0,{'Copenhagen (Denmark) -- Fiction'},Text,405.32,73183.0,0.9710998455925557
PG34786,Fra Færø: Fire Fortællinger,"Sørensen, Carl",1875.0,,['da'],6.0,{'Danish literature'},Text,150.43,29010.0,0.9874181316787315
PG41277,Germanernes Lærling,"Gjellerup, Karl",1857.0,1919.0,['da'],7.0,{'Fiction'},Text,539.91,97174.0,0.9641364974170046
PG41786,Maria: En Bog om Kærlighed,"Nansen, Peter",1861.0,1918.0,['da'],7.0,{'Danish fiction'},Text,88.77,16409.0,0.9809860442440125
PG9843,Fra det moderne Frankrig,"Kaufmann, Richard",1846.0,1894.0,['da'],13.0,{'France -- Description and travel'},Text,635.29,107588.0,0.9619102502137785
PG48962,Anno 7603: Skuespil i 6 Acter,"Wessel, Johan Herman",1742.0,1785.0,['da'],16.0,{'Drama'},Text,70.75,12851.0,0.965605789432729
PG12339,Hendes Højhed,"Bang, Herman",1857.0,1912.0,['da'],10.0,{'Danish fiction'},Text,94.99,16540.0,0.9634824667472793
PG35102,Udvalgte Digtninger,"Heiberg, J. L. (Johan Ludvig)",1791.0,1860.0,['da'],9.0,{'Danish poetry'},Text,247.46,47301.0,0.9752225111519841
PG41956,Hans Råskov,"Hjortø, Knud",1869.0,1931.0,['da'],12.0,{'Danish fiction'},Text,302.69,58276.0,0.9889319788592217
PG36942,Kongens Fald,"Jensen, Johannes V. (Johannes Vilhelm)",1873.0,1950.0,['da'],65.0,"{'Denmark -- History -- 1448-1660 -- Fiction', 'Christian II, King of Denmark, Norway, and Sweden, 1481-1559 -- Fiction'}",Text,373.8,69916.0,0.9786315006579324
PG43295,Guds Fred,"Nansen, Peter",1861.0,1918.0,['da'],6.0,{'Danish fiction'},Text,144.15,26429.0,0.9786976427409285
PG34213,Kort og sandfærdig Beretning om den vidtudraabte Besættelse udi Thisted,Árni Magnússon,1663.0,1730.0,['da'],10.0,{'Trials (Witchcraft) -- Denmark'},Text,115.23,20242.0,0.9777689951585812
PG41072,"Leonora Christina Ulfeldt's ""Jammers-minde"". En egenhændig skiedring of hendes fangenskab i Blaataarn i aarene 1663-1685","Ulfeldt, Leonora Christina, grevinde",1621.0,1698.0,['da'],24.0,"{'Ulfeldt, Leonora Christina, grevinde, 1621-1698'}",Text,478.92,87640.0,0.9043359196713829
PG46335,Mit liv og levned som jeg selv har forstaaet det,"Fibiger, J. (Johannes)",1821.0,1897.0,['da'],8.0,"{'Fibiger, J. (Johannes), 1821-1897'}",Text,681.91,123498.0,0.9803235679930039
PG12117,Excentriske Noveller,"Bang, Herman",1857.0,1912.0,['da'],11.0,{'Fiction'},Text,115.4,21580.0,0.9636700648748842
PG12831,Det hvide Hus,"Bang, Herman",1857.0,1912.0,['da'],10.0,{'Danish fiction'},Text,119.72,22338.0,0.9808398245142806
PG34103,Korvetten Heimdals Togt til de vestindiske Farvande i Aarene 1861 & 1862,"Holm, Jacob",,,['da'],7.0,{'Heimdal (Ship)'},Text,197.92,33723.0,0.9679743795036029
PG32865,En adelig Opdager,"Marsh, Richard",1857.0,1915.0,['da'],8.0,"{'Detective and mystery stories', 'Short stories', 'Champnell, Augustus (Fictitious character) -- Fiction'}",Text,107.53,19667.0,0.9867798850866935
PG32366,Et Aar,"Nielsen, Antonius",1894.0,,['da'],9.0,{'Fiction'},Text,184.65,35964.0,0.9723890557223891
PG43781,Bjørneæt: Nationalhistorisk Roman,"Etlar, Carit",1816.0,1900.0,['da'],6.0,{'Danish fiction'},Text,421.37,73335.0,0.960141814958751
PG33360,Kaptajnen paa 15 Aar (I Slavelænker),"Verne, Jules",1828.0,1905.0,['da'],16.0,"{'Cooks -- Fiction', 'Slaves -- Fiction', 'Ship captains -- Fiction', 'Whales -- Fiction', 'Voyages and travels -- Fiction', 'Sailors -- Fiction', 'Adventure stories'}",Text,191.31,34351.0,0.9842508223923612
PG46278,Fra Mindebo: Jyske Folkeæventyr,"Kristensen, Evald Tang",1843.0,1929.0,['da'],14.0,"{'Folklore -- Denmark -- Jutland', 'Folk literature, Danish -- Denmark -- Jutland'}",Text,201.29,41879.0,0.9861983332935361
PG13175,Ved Vejen,"Bang, Herman",1857.0,1912.0,['da'],30.0,"{'Women -- Fiction', 'Love stories', 'Man-woman relationships -- Fiction', 'Denmark -- Fiction'}",Text,201.75,37961.0,0.9801638523748057
PG41045,To verdener,"Hjortø, Knud",1869.0,1931.0,['da'],8.0,{'Danish fiction'},Text,256.64,49545.0,0.9910182662226259
PG10829,Ludvigsbakke,"Bang, Herman",1857.0,1912.0,['da'],11.0,"{'Nurses -- Fiction', 'Man-woman relationships -- Fiction', 'Young women -- Fiction'}",Text,384.41,72764.0,0.9802924523115827
PG34747,Under Nordenvindens Svøbe,"Rasmussen, Knud",1879.0,1933.0,['da'],23.0,"{'Rasmussen, Knud, 1879-1933', 'Litteraere expeditionen til Vest-Grønland, 1902-1904', 'Polar regions', 'Polar regions -- Folklore', 'Eskimos -- Greenland', 'Greenland -- Discovery and exploration -- Danish'}",Text,288.77,54165.0,0.9688544262900397
PG33632,Evangelines Genvordigheder: Til Kvinder med rødt Haar,"Glyn, Elinor",1864.0,1943.0,['da'],4.0,{'Young women -- Fiction'},Text,261.78,51119.0,0.9881844324028248
PG12168,Min gamle Kammerat,"Bang, Herman",1857.0,1912.0,['da'],8.0,{'Danish fiction'},Text,27.77,5538.0,0.9904297580353918
PG34178,Græsk Mythologi,"Holten-Bechtolsheim, Hans",,,['da'],13.0,"{'Mythology, Greek'}",Text,103.8,17533.0,0.9645240403809958
PG37594,Slægten,"Wied, Gustav",1858.0,1914.0,['da'],20.0,{'Danish fiction'},Text,362.71,67267.0,0.980049652875853
PG36871,Strandingshistorier: Skildringer fra jydske Vestkyst og Skagen,"Erichsen, L. Mylius (Ludvig Mylius)",1872.0,1907.0,['da'],10.0,"{'Short stories', 'Shipwrecks -- Fiction', 'Rescues -- Fiction', 'Denmark -- Fiction'}",Text,268.1,47986.0,0.9671570874838494
PG24747,"Samlede Værker, Andet Bind","Aakjær, Jeppe",1866.0,1930.0,['da'],55.0,{'Danish poetry'},Text,263.57,51111.0,0.9394259552738158
PG40291,Absalons Brønd,"Bauditz, Sophus",1850.0,1915.0,['da'],6.0,{'Danish fiction'},Text,411.25,74793.0,0.9756795422031473
PG39722,"Samlede Værker, Tredie Bind","Aakjær, Jeppe",1866.0,1930.0,['da'],16.0,{'Danish drama'},Text,340.95,69519.0,0.9331118111595391
PG11396,Fædra: Brudstykker af et Livs Historie,"Bang, Herman",1857.0,1912.0,['da'],6.0,{'Fiction'},Text,273.21,51067.0,0.9770301760432373
PG32494,Doktor Nikola,"Boothby, Guy",1867.0,1905.0,['da'],22.0,"{'Occultism -- Fiction', 'Paranormal fiction', 'Australian fiction -- Translations into Danish'}",Text,409.48,79109.0,0.9906710993692247
PG34272,Beretning om Folke-Høiskolen i Rødding,"Flor, Christian",1792.0,1875.0,['da'],3.0,"{'Folk high schools -- Denmark', 'Education -- Denmark'}",Text,63.96,10471.0,0.9671473593735078
PG35886,Det stille Vand: En Fortælling om Ungdom,"Gnudtzmann, Albert Theodor",1865.0,1912.0,['da'],11.0,{'Fiction'},Text,251.1,47728.0,0.9829240697284612
PG41198,Skovstrup-Folk: To Fortællinger,"Bondesen, Ingvor",1844.0,1911.0,['da'],8.0,{'Danish fiction'},Text,219.41,41515.0,0.9700349271347706
PG44967,Livserindringer,"Madvig, J. N. (Johan Nikolai)",1804.0,1886.0,['da'],10.0,"{'Madvig, J. N. (Johan Nikolai), 1804-1886', 'Denmark -- Politics and government -- 19th century'}",Text,651.71,103960.0,0.9699115044247788
PG38220,Ved Nytaarstid i Nøddebo Præstegaard,"Scharling, C. Henrik (Carl Henrik)",1836.0,1920.0,['da'],3.0,{'Christian life -- Fiction'},Text,437.12,81803.0,0.9850983460264293
PG29392,Etienne Gerards Bedrifter,"Doyle, Arthur Conan",1859.0,1930.0,['da'],9.0,"{'France -- History, Military -- 19th century -- Fiction', 'Napoleonic Wars, 1800-1815 -- Fiction', 'War stories, English', 'Adventure stories, English'}",Text,229.25,43136.0,0.9894519658753709
PG51384,Lykke-Per. Første Del,"Pontoppidan, Henrik",1857.0,1943.0,['da'],42.0,"{'Romans à clef', 'Denmark -- Fiction'}",Text,477.01,83810.0,0.9741916239112278
PG12987,Det graa Hus,"Bang, Herman",1857.0,1912.0,['da'],23.0,{'Fiction'},Text,170.41,30606.0,0.9713454878128471
PG43275,Hvad Skovsøen gemte,"Rosenkrantz, Palle, baron",1867.0,1941.0,['da'],8.0,"{'Detective and mystery stories', 'Danish fiction'}",Text,348.6,63668.0,0.9801941320600616
PG33562,Minna,"Gjellerup, Karl",1857.0,1919.0,['da'],17.0,{'Fiction'},Text,484.3,89134.0,0.9777301590863194
PG10218,Stauder,"Brandt, G. N. (Gudmund Nyeland)",1878.0,1945.0,['da'],20.0,{'Perennials'},Text,184.33,30082.0,0.8808589854397979
PG12167,Enkens Søn,"Bang, Herman",1857.0,1912.0,['da'],10.0,{'Danish fiction'},Text,22.17,4096.0,0.966796875
PG40310,"Et forfærdeligt Hus-Kors: Eller en sandfærdig Beretning om en gruelig Fristelse, som tvende fromme Ægte-Folk i Kiøge for nogen rum Tid siden har været plagede med","Brunsmand, Johan",1637.0,1707.0,['da'],9.0,{'Trials (Witchcraft) -- Denmark'},Text,69.75,13242.0,0.9754568796254343
PG43290,Hyld og Humle: Fortællinger,"Breum, Sophie",1870.0,1935.0,['da'],5.0,"{'Danish fiction', 'Short stories, Danish'}",Text,201.29,37754.0,0.9754727975843619
PG38080,"Fædrene æde Druer, Roman: Slægten, Opus 2","Wied, Gustav",1858.0,1914.0,['da'],6.0,{'Danish fiction'},Text,381.93,70935.0,0.9795869457954466
PG36430,Af mit Levned,"Ussing, Johan Louis",1820.0,1905.0,['da'],6.0,"{'Ussing, Johan Louis, 1820-1905'}",Text,389.0,65539.0,0.9762431529318422
PG11139,Haabløse Slægter,"Bang, Herman",1857.0,1912.0,['da'],14.0,{'Danish fiction'},Text,448.09,82730.0,0.980805028405657
PG24486,"Samlede Værker, Første Bind","Aakjær, Jeppe",1866.0,1930.0,['da'],25.0,{'Danish poetry'},Text,291.48,55994.0,0.9359752830660428
PG38515,Julies Dagbog,"Nansen, Peter",1861.0,1918.0,['da'],9.0,{'Danish fiction'},Text,244.59,46777.0,0.9843085276952348
PG56268,25 Billeder for Børn,"Winther, Christian",,,['da'],19.0,set(),Text,12.05,2328.0,0.9810996563573883
PG9264,Vand- og stenhoejsplanter en vejledning for havevenner,,,,['da'],5.0,{'Aquatic plants'},Text,269.44,43491.0,0.962842887034099
PG39510,Judith Fürste: En Fortælling,"Ravnkilde, Adda",1862.0,1883.0,['da'],5.0,{'Danish fiction'},Text,325.62,59609.0,0.9862101360532806
PG43163,Die schwarzen Brüder: Eine abentheuerliche Geschichte. 1/3,"Zschokke, Heinrich",1771.0,1848.0,['de'],20.0,{'Fiction'},Text,224.24,36731.0,0.9606327080667556
PG40317,Hymnen,"Brezina, Otokar",1868.0,1929.0,['de'],9.0,{'Czech poetry -- Translations into German'},Text,31.98,5077.0,0.9643490250147725
PG43913,Aus dem Matrosenleben,"Gerstäcker, Friedrich",1816.0,1872.0,['de'],7.0,"{'Australia -- Gold discoveries -- Fiction', 'Adventure stories'}",Text,345.16,57800.0,0.9747231833910035
PG49593,Briefe von Goethe an Lavater aus den Jahren 1774 bis 1783,"Goethe, Johann Wolfgang von",1749.0,1832.0,['de'],6.0,"{'Authors, German -- 18th century -- Correspondence', 'Lavater, Johann Caspar, 1741-1801 -- Correspondence', 'Goethe, Johann Wolfgang von, 1749-1832 -- Correspondence'}",Text,101.72,17303.0,0.9665375946367681
PG54422,Californische Skizzen,"Gerstäcker, Friedrich",1816.0,1872.0,['de'],3.0,set(),Text,409.41,66795.0,0.9769294108840482
PG8889,Aquis Submersus,"Storm, Theodor",1817.0,1888.0,['de'],16.0,{'Prussia (Germany) -- History -- 1640-1740 -- Fiction'},Text,141.13,24011.0,0.9642663779101245
PG9159,Philotas,"Lessing, Gotthold Ephraim",1729.0,1781.0,['de'],6.0,{'Drama'},Text,41.01,7033.0,0.979809469643111
PG54679,Geschichte der Philosophie im Islam,"Boer, T. J. de",,,['de'],7.0,set(),Text,323.53,48572.0,0.971465041587746
PG42900,Gänsemütterchens Märchen,"Perrault, Charles",1628.0,1703.0,['de'],23.0,{'Fairy tales -- France -- Translations into German'},Text,125.9,21599.0,0.98851798694384
PG47700,Schattenspiel um Goethe,"Sternaux, Ludwig",1885.0,1935.0,['de'],14.0,"{'Goethe, Johann Wolfgang von, 1749-1832 -- Homes and haunts'}",Text,321.93,51348.0,0.9697943444730077
PG38518,Die Republik des Südkreuzes: Novellen,"Bryusov, Valery Yakovlevich",1873.0,1924.0,['de'],14.0,"{'Russian fiction -- Translations into German', 'Russia -- Social life and customs -- Fiction', 'Short stories, Russian -- Translations into German'}",Text,179.54,28539.0,0.9785206209047269
PG46135,Romantische Lieder,"Hesse, Hermann",1877.0,1962.0,['de'],69.0,{'Poetry'},Text,29.08,5002.0,0.9566173530587765
PG21801,Briefe an eine Freundin,"Humboldt, Wilhelm von",1767.0,1835.0,['de'],18.0,"{'Diede, Charlotte (Charlotte Hildebrand), 1769-1846', 'Humboldt, Wilhelm, Freiherr von, 1767-1835 -- Correspondence'}",Text,668.21,108907.0,0.9868511665916792
PG55466,Die selige Christina von Stommeln,"Steffens, Arnold",,,['de'],7.0,set(),Text,383.22,60968.0,0.9696398110484189
PG48322,Carl Scharnhorst. Abenteuer eines deutschen Knaben in Amerika.,Armand,1806.0,1889.0,['de'],47.0,{'Frontier and pioneer life -- United States -- Fiction'},Text,620.03,102885.0,0.9795985809398844
PG48425,"Deutsche Humoristen, 3. Band (von 8)","Eyth, Max",1836.0,1906.0,['de'],17.0,{'German wit and humor'},Text,217.4,35411.0,0.9737934540114653
PG51430,"Wahn und Ueberzeugung: Reise des Kupferschmiede-Meisters Friedrich Höhne in Weimar über Bremen nach Nordamerika und Texas in den Jahren 1839, 1840 und 1841.","Höhne, F. (Friedrich)",,,['de'],9.0,"{'Texas -- Description and travel', 'United States -- Description and travel'}",Text,730.4,114015.0,0.9693373678901899
PG50979,Heinrich von Kleist's politische Schriften und andere Nachträge zu seinen Werken,"Kleist, Heinrich von",1777.0,1811.0,['de'],6.0,{'Germany -- Politics and government'},Text,234.33,36851.0,0.9725923312800195
PG41931,"Sklaven der Liebe, und andere Novellen","Hamsun, Knut",1859.0,1952.0,['de'],29.0,"{'Short stories', 'Fiction'}",Text,161.09,27641.0,0.9797764190875873
PG43333,Der 9. November: Roman,"Kellermann, Bernhard",1879.0,1951.0,['de'],15.0,{'German fiction'},Text,733.98,118250.0,0.9678985200845666
PG6723,Prinz Friedrich von Homburg,"Kleist, Heinrich von",1777.0,1811.0,['de'],45.0,"{'Trials (Military offenses) -- Drama', 'Kings and rulers -- Drama', 'Germany -- Drama'}",Text,107.36,18353.0,0.9727564975753283
PG14700,Die Menschen der Ehe,"Mackay, John Henry",1864.0,1933.0,['de'],8.0,"{'Germany -- Social life and customs -- 19th century -- Fiction', 'Love stories'}",Text,86.57,14564.0,0.9895633067838506
PG39545,Die Colonie: Brasilianisches Lebensbild. Dritter Band,"Gerstäcker, Friedrich",1816.0,1872.0,['de'],8.0,{'German fiction -- 19th century'},Text,288.54,48567.0,0.9782980212901765
PG9066,Der letzte Zentaur,"Heyse, Paul",1830.0,1914.0,['de'],8.0,{'Munich (Germany) -- Fiction'},Text,62.0,10026.0,0.9684819469379613
PG5326,Venetianische Epigramme,"Goethe, Johann Wolfgang von",1749.0,1832.0,['de'],32.0,{'German poetry -- 18th century'},Text,41.64,7177.0,0.8882541451860109
PG49464,Lichtbild- und Kino-Technik: Lichtbühnen-Bibliothek Nr. 1,"Liesegang, Franz Paul",1873.0,1949.0,['de'],3.0,{'Cinematography'},Text,139.4,20446.0,0.9584759855228406
PG22209,"Siegfried, der Held","Herzog, Rudolf",1869.0,1943.0,['de'],30.0,"{'Siegfried (Legendary character)', 'Folklore -- Germany'}",Text,116.19,19748.0,0.9739720478023091
PG4601,Papa Hamlet,"Holmsen, Bjarne P. (Bjarne Peter)",,,['de'],10.0,{'Europe -- Social life and customs -- 19th century -- Fiction'},Text,58.29,10071.0,0.9532320524277629
PG4501,"Gockel, Hinkel und Gackeleia","Brentano, Clemens",1778.0,1842.0,['de'],29.0,{'Fairy tales -- Germany'},Text,369.64,61568.0,0.9601091476091476
PG7041,Wie es Euch gefällt,"Shakespeare, William",1564.0,1616.0,['de'],31.0,"{'Exiles -- Drama', 'Fathers and daughters -- Drama', 'Pastoral drama', 'Comedies'}",Text,126.83,22156.0,0.9776132875970391
PG45936,Das grüne Gesicht: Ein Roman,"Meyrink, Gustav",1868.0,1932.0,['de'],24.0,"{'Amsterdam (Netherlands) -- Fiction', 'German fiction'}",Text,453.61,73392.0,0.9740162415522128
PG52359,Beethoven: Eine Phantasie,"Révész, Béla",1876.0,1944.0,['de'],0.0,"{'Beethoven, Ludwig van, -- 1770-1827 -- Fiction'}",Text,39.69,5968.0,0.9488941018766756
PG47977,Moriz: ein kleiner Roman,"Schulz, Friedrich",1762.0,1798.0,['de'],1.0,{'Fiction'},Text,322.69,55671.0,0.9798099549136894
PG7945,Medea,"Grillparzer, Franz",1791.0,1872.0,['de'],22.0,"{'Medea, consort of Aegeus, King of Athens (Mythological character) -- Drama', 'Argonauts (Greek mythology) -- Drama'}",Text,105.93,19432.0,0.9793124742692466
PG47502,Lehrbuch der Perspective,"Conz, Gustav",1832.0,1914.0,['de'],11.0,{'Perspective'},Text,137.4,21723.0,0.9785941168346913
PG54821,Rheinische Seher und Propheten: Ein Beitrag zur Kulturgeschichte,"Bahlmann, Paul",,,['de'],6.0,set(),Text,76.58,11697.0,0.9726425579208344
PG39562,Geschichte von England seit der Thronbesteigung Jakob's des Zweiten. Sechster Band: enthaltend Kapitel 11 und 12,"Macaulay, Thomas Babington Macaulay, Baron",1800.0,1859.0,['de'],5.0,"{'Great Britain -- History -- William and Mary, 1689-1702', 'Great Britain -- History -- James II, 1685-1688'}",Text,528.99,79244.0,0.9735121901973651
PG30165,Die Abenteuer Tom Sawyers,"Twain, Mark",1835.0,1910.0,['de'],259.0,"{'Male friendship -- Fiction', 'Bildungsromans', 'Humorous stories', 'Missouri -- Fiction', 'Runaway children -- Fiction', 'Child witnesses -- Fiction', 'Boys -- Fiction', 'Adventure stories', 'Sawyer, Tom (Fictitious character) -- Fiction', 'Mississippi River Valley -- Fiction'}",Text,385.02,64616.0,0.9843537204407578
PG36389,"Drei Meister: Balzac, Dickens, Dostojewski","Zweig, Stefan",1881.0,1942.0,['de'],95.0,"{'Dostoyevsky, Fyodor, 1821-1881 -- Criticism and interpretation', 'Balzac, Honoré de, 1799-1850 -- Criticism and interpretation', 'Dickens, Charles, 1812-1870 -- Criticism and interpretation', 'Fiction -- 19th century -- History and criticism'}",Text,349.4,53695.0,0.9708352733029146
PG52483,Sagen und Bilder aus Muskau und dem Park,"Liebusch, Georg",,,['de'],11.0,"{'Parks -- Germany -- Muskau', 'Muskau (Germany)'}",Text,167.87,26578.0,0.972759425088419
PG49424,Die Schatzinsel: Roman,"Stevenson, Robert Louis",1850.0,1894.0,['de'],94.0,"{'Pirates -- Fiction', 'Treasure troves -- Fiction', 'Sea stories', 'Treasure Island (Imaginary place) -- Fiction'}",Text,374.25,63231.0,0.9803735509481109
PG53283,Die große Stille: Roman,"Lilienfein, Heinrich",1879.0,1952.0,['de'],4.0,{'German fiction -- 20th century'},Text,625.74,99793.0,0.9751084745423025
